job_title,company_name,location,hiring_status,date,seniority_level,job_function,employment_type,industry
Senior Data Scientist,Recruiting from Scratch,"New York Flat, CA",Be an early applicant,2023-02-28 00:00:00,Mid-Senior level,Engineering and Information Technology,Full-time,Staffing and Recruiting
Full Stack Developer (Python),Move.ai,"London, England, United Kingdom",Be an early applicant,2023-04-03 00:00:00,Not Applicable,"Strategy/Planning, Analyst, and Information Technology",Full-time,Pharmaceutical Manufacturing
Product Owner (Customer Experience),Fruugo.com,"Manchester, England, United Kingdom",Be an early applicant,2023-03-18 00:00:00,Mid-Senior level,Product Management,Full-time,"Technology, Information and Internet"
Copywriter - Social Media Agency,DigitalGrads,"London, England, United Kingdom",Actively Hiring,2023-03-24 00:00:00,Entry level,"Administrative, Marketing, and Public Relations",Full-time,"IT Services and IT Consulting, Advertising Services, and Software Development"
"Full-stack Javascript/Node Developer -Irving, TX (Onsite)",Netorbit Inc,"Irving, TX",Actively Hiring,2023-01-30 00:00:00,Not Applicable,Engineering and Information Technology,Full-time,"Transportation, Logistics, Supply Chain and Storage and Internet Publishing"
Graphic Designer,Topfolio,"New York, NY",Actively Hiring,2023-04-21 00:00:00,Associate,"Design, Art/Creative, and Project Management",Contract,"Advertising Services, Computer and Network Security, and Graphic Design"
Entry level,Lockton Companies,"Dallas, TX",Actively Hiring,2023-04-28 00:00:00,,"Marketing, Public Relations, and Writing/Editing",Full-time,Non-profit Organization Management
"
            
        Software Developer
      
          ","
            DrinkPrime
          ","
            Bengaluru, Karnataka, India
          ","
         Actively Hiring
      ",2023-02-07 00:00:00,"
            Not Applicable
          ","
            Information Technology
          ","
          Full-time
        ","
          Retail
          "
Will Writer,Flint Bishop,"Derby, England, United Kingdom",Be an early applicant,2023-03-22 00:00:00,Mid-Senior level,"Marketing, Public Relations, and Writing/Editing",Full-time,Legal Services
Entry/Intermediate Level Firmware Test Engineer,Actalent,"Columbus, IN",Be an early applicant,2023-03-29 00:00:00,Entry level,Engineering and Information Technology,Full-time,Business Consulting and Services
Kubernetes and Cloud Engineer,TruScholar,"Amravati, Maharashtra, India",Be an early applicant,2022-08-16 00:00:00,Mid-Senior level,Engineering and Information Technology,Full-time,Education Administration Programs
Anti-Financial Crime Solution Architect (all genders),Accenture DACH,"Hamburg, Hamburg, Germany",Be an early applicant,2023-03-27 00:00:00,Mid-Senior level,Strategy/Planning and Information Technology,Full-time,IT Services and IT Consulting
Lead Data Scientist,Chief,"Los Angeles, CA",Actively Hiring,2023-04-13 00:00:00,Mid-Senior level,Engineering and Information Technology,Full-time,Think Tanks
"
            
        Software Engineer
      
          ","
            CAE
          ","
            Brisbane, Queensland, Australia
          ","
         Be an early applicant
      ",2023-03-23 00:00:00,"
            Not Applicable
          ","
            Engineering and Information Technology
          ","
          Full-time
        ","
          Transportation, Logistics, Supply Chain and Storage
          "
"
            
        Staff Technical Product Manager - Platform Engineering
      
          ","
            SiriusXM
          ","
            Irving, TX
          ","
         Be an early applicant
      ",2023-03-05 00:00:00,"
            Entry level
          ","
            Product Management and Marketing
          ","
          Full-time
        ","
          Broadcast Media Production and Distribution and Entertainment Providers
          "
Software Developer,Guesty,"Sydney, New South Wales, Australia",Be an early applicant,2023-04-03 00:00:00,Mid-Senior level,Engineering and Information Technology,Full-time,Retail
Human Resources Business Partner,Techo-Bloc,"Pen Argyl, PA",Be an early applicant,2023-04-06 00:00:00,Executive,Human Resources,Full-time,Human Resources Services
Executive Assistant,Solomon Page,"West Chester, PA",Be an early applicant,2023-04-26 00:00:00,Mid-Senior level,Administrative,Full-time,IT Services and IT Consulting
"
            
        Copywriter
      
          ","
            dentsu
          ","
            Bengaluru, Karnataka, India
          ","
         Actively Hiring
      ",2023-03-02 00:00:00,"
            Mid-Senior level
          ","
            Advertising, Art/Creative, and Writing/Editing
          ","
          Full-time
        ","
          Advertising Services
          "
Full Stack Laravel Developer,Toolyt,"Bengaluru, Karnataka, India","
         Actively Hiring
      ",2023-02-27 00:00:00,Entry level,Engineering and Information Technology,Full-time,IT Services and IT Consulting
"Embedded Engineer at Multiple locations (OH, TX, WI, MN, NY)",Intellectt Inc,"Austin, TX",Be an early applicant,2023-03-08 00:00:00,Entry level,Other,Full-time,Staffing and Recruiting
Vice President of Human Resources,CandleScience,"Durham, NC",Be an early applicant,2023-04-12 00:00:00,Mid-Senior level,Human Resources,Full-time,"Technology, Information and Internet"
Engineering Manager,Confio GmbH,"Berlin, Berlin, Germany",Be an early applicant,2023-03-27 00:00:00,Mid-Senior level,Engineering and Information Technology,Full-time,IT Services and IT Consulting
Research Analyst (Partner Management and Analytics),Liberty Insurance - Asia Market,"Delhi, Delhi, India",Be an early applicant,2023-01-25 00:00:00,Mid-Senior level,"Research, Analyst, and Information Technology",Full-time,Internet Publishing
Senior / Lead Machine Learning Engineer,Neara,"Sydney, New South Wales, Australia",Be an early applicant,2023-03-22 00:00:00,Entry level,Engineering and Information Technology,Full-time,Retail
"
            
        Project Manager
      
          ","
            Robbins Research International
          ","
            United States
          ","
         Actively Hiring
           +6 benefits
      ",2023-02-13 00:00:00,"
            Associate
          ","
            Project Management and Information Technology
          ","
          Full-time
        ","
          Professional Training and Coaching
          "
Social Media Manager,Great Influence,"Manchester, England, United Kingdom",Actively Hiring,2023-03-15 00:00:00,Mid-Senior level,Marketing and Sales,Full-time,"Technology, Information and Internet"
Content Writer,Cresurge Private Limited,"Bengaluru East, Karnataka, India",Actively Hiring,2023-02-12 00:00:00,Entry level,"Marketing, Public Relations, and Writing/Editing",Full-time,Music
"
            
        Data Scientist (Python & Geospatial Data)
      
          ","
            TeamSoft
          ","
            Des Moines Metropolitan Area
          ","
         Actively Hiring
      ",2023-03-07 00:00:00,,,,
"
            
        Graduate Engineer  
      
          ","
            Atom Resources
          ","
            Newcastle, New South Wales, Australia
          ","
         Actively Hiring
      ",2023-02-28 00:00:00,"
            Entry level
          ","
            Project Management
          ","
          Full-time
        ","
          Construction
          "
"
            
        Sr Data Analyst Power BI
      
          ","
            Flexi Ventures Pvt. Ltd.
          ","
            India
          ","
         Actively Hiring
      ",2023-03-15 00:00:00,"
            Internship
          ","
            Information Technology
          ","
          Internship
        ",
"
            
        Project Manager
      
          ","
            Dairy Management Inc.
          ","
            New York, United States
          ","
         Be an early applicant
      ",2023-02-14 00:00:00,"
            Mid-Senior level
          ","
            Project Management
          ","
          Full-time
        ","
          Technology, Information and Internet
          "
Business Growth Manager - Rent Roll Aquisitions,Gough Recruitment,"Sydney, New South Wales, Australia",Be an early applicant,2023-04-17 00:00:00,Mid-Senior level,Marketing and Sales,Full-time,Staffing and Recruiting
Software Engineer - Python and K8s,Canonical,"Melbourne, Victoria, Australia",Be an early applicant,2023-04-02 00:00:00,Entry level,Engineering and Information Technology,Full-time,"Technology, Information and Internet"
Senior Product Manager,Denholm Associates,"Edinburgh, Scotland, United Kingdom",Actively Hiring,2023-04-13 00:00:00,Mid-Senior level,"Product Management, Marketing, and Information Technology",Full-time,Financial Services
"
            
        Project Manager
      
          ","
            Kane Partners LLC
          ","
            Warminster, PA
          ","
         Be an early applicant
      ",2023-02-21 00:00:00,"
            Associate
          ","
            Project Management and Information Technology
          ","
          Full-time
        ","
          Appliances, Electrical, and Electronics Manufacturing and Industrial Machinery Manufacturing
          "
