job_title,company,first_seen,search_country,search_position,job_level,job_type,city,state,country,city_state,latitude,longitude,job_skills
Title I - Specialized Programs Teacher Assistant III - Lawrence MS.,Clark County School District,2024-01-16,United States,Grader Marker,Mid senior,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"ParaProfessional/Aides/Assistants, Day Job"
"2nd Grade Teacher, Alpha - $100,000/year USD",Crossover,2024-01-12,United States,Art Therapist,Mid senior,Onsite,Tulsa,OK,United States,"Tulsa, OK",36.127949,-95.902316,"Early childhood education, K2 education, Adaptive learning, Life skills workshops, Problemsolving, Selfreliance, Independent learning, Bachelor's Degree, 3 years experience with K2 children, US work authorization, Certification in early childhood learning, Montessori, Reggio Emilia, Independent contractor agreement, Online job application, Screening assessments, Jobspecific assignments"
Tax Manager - 1249489,RightWorks,2024-01-13,United States,Manager Department,Associate,Onsite,Oklahoma City,OK,United States,"Oklahoma City, OK",35.467079,-97.513657,"Tax preparation, Tax compliance, Tax planning, Tax management, Public accounting, Accounting software, IRS/Treasury Department, State Revenue Departments, CPA certification, Bachelor's Degree, Strong analytical skills, Detailoriented, Multitasking, Team management, Training and evaluation, Client management, Communication, Problemsolving, Attention to detail"
SAN Architect and Storage Engineer,Epic,2024-01-12,United States,Architect,Mid senior,Onsite,Sparks,NV,United States,"Sparks, NV",39.574341,-119.715154,"SAN, Backup Systems Administrator, Software as a Service (SaaS), Cloud, Epic’s Electronic Medical Records (EMR), Storage Architecture, Virtualization, NAS, EMC, Pure, NetApp, Cisco MDS Switches, VMware vSphere 5.0, CommVault, Rubrik, System Integration, Database, Networking, Backup, Virtual Computing Environments, Automation Tools, Administration, Monitoring, Security, Policies and Procedures, Escalation, Confidentiality, Integrity, Availability"
Automotive Technician - Cadillac of Las Vegas,Sonic Automotive,2024-01-12,United States,Assembler,Associate,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Automotive repair, Vehicle maintenance, Factory standards, Flat rate pay, Signon bonus, Tenure bonus, Medical dental vision benefits, HSA 401k PTO, Teamwork, Car purchasing and leasing benefits, Personal Automotive Concierge Service, Communication, Parts department, Warranty, Safety inspection, Road testing, Factory training, Factory bulletins, Cleanliness, Hazardous waste disposal, Safety policies, CSI, ASE training, High school diploma, Valid driver's license, Manual dexterity, Good judgment, Preemployment testing, Teamwork, Communication, Problemsolving, Time management, Adaptability, Attention to detail"
Automotive Technician,"Monro, Inc.",2024-01-12,United States,Assembler,Associate,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Automotive Repair, Troubleshooting, Brakes, Suspension, Tire Installation, Scheduled Maintenance, Valid Driver's License, Automotive Tools, Attention to Detail, Teamwork, Communication, Guest Service, ASE Automotive Certification, Automotive Technical School, Health Insurance, Dental Insurance, 401K Retirement, Paid Vacation, Paid Holidays, Employee Discounts, Career Development"
Automotive Technician,"Monro, Inc.",2024-01-12,United States,Assembler,Associate,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Automotive Technician, Brakes, Suspension, Tire Installation, Automotive Repairs, Automotive Maintenance, ASE Automotive Certification, Automotive Technical School Certificate, Automotive Technician State Inspector License, General Service Technician, Leadership, High School Diploma or GED, 2+ Years Automotive Technician Experience, Valid Driver License, Basic Automotive Tools, Ability to Work with Hands Overhead, Ability to Stand for Long Periods, Ability to Lift 50 lbs, Guest and Team Focused Mindset, Health Insurance, Dental Insurance, 401k Retirement Plan with Company Match, Paid Vacation, Paid Holidays, Employee Discounts, Career Development, OntheJob Training, Company Sponsored Certifications, Monro University Course Curriculum"
Automotive Technician,"Monro, Inc.",2024-01-12,United States,Assembler,Associate,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Automotive technician, Mechanical skills, Repair, Maintenance, Brakes, Suspension, Tire installation, Scheduled maintenance, Automotive vehicle inspections, Leadership, ASE automotive certification, Automotive Technician State Inspector License, Automotive technical school certificate/degree, High school diploma or GED, 2+ years of automotive technician experience, Valid Driver License, Ability to lift 50 lbs, Health insurance, Dental insurance, 401K Retirement Plan with Company Match, Paid vacation, Paid Holidays, Employee Discounts, Career Development"
Financial Planning & Analysis (FP&A) Analyst,Facet Filtration,2024-01-12,United States,Accountant Cost,Mid senior,Onsite,Tulsa,OK,United States,"Tulsa, OK",36.127949,-95.902316,"Financial Planning & Analysis (FP&A), Budgeting, Forecasting, Financial modeling, Accounting principles, Communication skills, Data analysis, Trend identification, Crossfunctional collaboration, Variance analysis, Management reporting, Adhoc financial analysis, Process improvement, Revenue tracking, Gross margin analysis, Cost center reporting, Financial performance evaluation, Management reporting improvement, System consolidation, Planful, ERP Navision, IT collaboration, Automation, System optimization, Financial presentations, Business degree, Economics degree, Finance degree, Accounting degree, Professional experience, Certified public accountant (CPA), Certified financial analyst (CFA), Microsoft Office skills, BI tools (Power BI Tableau), Document reading and interpretation, Report writing, Coworker communication, Analytical skills, Data investigation, Independent work, Attention to detail, Time management skills, Organizational skills, Multitasking skills, Team work, Confidentiality"
Registered Nurse - Outpatient,Desert Parkway Behavioral Healthcare Hospital,2024-01-12,United States,Christian Science Nurse,Associate,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Nursing, Psychiatric Nursing, PHP, IOP, Patient Education, Data Analysis, Care Planning, Disease Management, Documentation, CPR, Confidentiality, Interpersonal Skills, Health Insurance, Vision Insurance, Dental Insurance, 401K Retirement Plan, Healthcare Spending Account, Dependent Care Spending Account, PTO Plan, Cafeteria Meal Plan, Life Insurance, Disability Insurance"
First Year Tax Professional,H&R Block,2024-01-12,United States,Accountant Cost,Mid senior,Onsite,Jenks,OK,United States,"Jenks, OK",35.998219,-95.973404,"Tax preparation, Tax interviews, Customer service, Sales, Marketing, Taxation and Accounting Concepts, High school diploma or equivalent, Ability to communicate in person and virtually, Ability to work in a fastpaced environment, Time management skills, Attention to detail, Ability to meet deadlines, Ability to work independently and as part of a team, Knowledge of tax laws and regulations, IRS and state requirements, Ability to complete continuing education requirements, Sales and marketing experience"
Registered Nurse,Elara Caring,2024-01-14,United States,Manager Benefits,Mid senior,Onsite,Hugo,OK,United States,"Hugo, OK",34.011584,-95.512179,"Case Management, Patient Care, Communication Skills, Transportation, Advantage Program Certificate, Bachelor's Degree, Registered Nurse, Licensed Practical Nurse, Professional Experience"
Assistant Property Manager,Vesta Realty LLC,2024-01-13,United States,Property Coordinator,Mid senior,Onsite,Oklahoma City,OK,United States,"Oklahoma City, OK",35.467079,-97.513657,"Leasing, Renewals, Recertification, Documentation, Rent collection, Delinquency management, Eviction notices, Monthly reports, Walkthrough inspections, Work order management, Resident issue handling, Service followup calls, Community newsletter preparation, Resident correspondence, Marketing, Invoice coding, Purchase order processing, Vendor management, Inventory management, Office staff supervision, Resident activities planning, Property manager and leasing consultant duties, Communication skills, Math skills, Office skills, Computer skills, Excel, Word, Property management software, Knowledge of apartment turnover operations, Driver's license, Knowledge of landlord/tenant laws, Customer service skills, People skills, Flexibility, Physical ability"
Communications Specialist,Cherokee Nation Businesses,2024-01-13,United States,Communication-Center Operator,Associate,Onsite,Tulsa,OK,United States,"Tulsa, OK",36.127949,-95.902316,"Public relations, Content writing, Crisis communications, AP style, Photography, Videography, Project management, Media relations, Communication, Writing, Journalism, Mass communications, Marketing, Bachelor's degree"
Assistant Salon Manager - Jenks Plaza,Jobs for Humanity,2024-01-12,United States,Barber,Mid senior,Onsite,Jenks,OK,United States,"Jenks, OK",35.998219,-95.973404,"Communication skills, Motivating attitude, Technical skills, Flexible, Organized, Goaloriented, Cosmetology or barber license, Haircutting skills, Team management, Leadership, Customer service, Time management, Attention to detail"
Salon Manager - The Shops at Broken Arrow,Jobs for Humanity,2024-01-12,United States,Barber,Mid senior,Onsite,Broken Arrow,OK,United States,"Broken Arrow, OK",36.036529,-95.780996,"Communication skills, Motivating attitude, Technical skills, Flexibility, Organization, Goaloriented, Valid cosmetology/barber license, Manager training, Incentives, Recognition, Customer base, Ongoing training"
General Manager,FirstService Residential Nevada,2024-01-13,United States,Manager Compensation,Associate,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Leadership, Management, Planning, Budgeting, Communication, Oversight, Supervision, Hiring, Training, Conflict resolution, Decisionmaking, Strategic planning, Business management, Client interaction, Oral communication, Written communication, Financial skills, Procedural comprehension, Compliance, Organization, Time management, Problemsolving, Teamwork, Ethics, Microsoft Office Suite, College degree, Management experience, Community manager license, Physical Requirements, 11 paid holidays, Paid volunteer time, Paid sick and vacation time, Medical dental vision, HSA and FSA, Companypaid life insurance and Employee Assistance Plan, Supplemental life disability accident critical illness hospital indemnity, Identity theft legal services, Pet insurance, 401(k) with company match"
Post-Closing Auditor,Certified Mobile Notary Service,2024-01-12,United States,Auditor,Mid senior,Onsite,Tulsa,OK,United States,"Tulsa, OK",36.127949,-95.902316,"Postclosing Auditor, ResWare, Outlook, Excel, Word, Adobe PDF, Mortgage closing documents, Computer, Internet, Home office setup, Lifting, Bending, 401(k), Paid time off, Flexible schedule, Mobile Notary Signing Agents, Notary Marketing"
Salon Manager - Jenks Plaza,Jobs for Humanity,2024-01-12,United States,Barber,Mid senior,Onsite,Jenks,OK,United States,"Jenks, OK",35.998219,-95.973404,"Hairstyling, Customer Service, Communication Skills, Positive Attitude, Organizational Skills, GoalDriven, Hair Cutting License, Cosmetology License, Barber License, Team Management, Leadership, Training and Development, Incentives and Recognition, Career Growth Opportunities"
Assistant Salon Manager - The Shops at Broken Arrow,Jobs for Humanity,2024-01-12,United States,Barber,Mid senior,Onsite,Broken Arrow,OK,United States,"Broken Arrow, OK",36.036529,-95.780996,"Communication Skills, Positive Attitude, Advanced Hair Styling Skills, Flexibility, Scheduling and Organizational Skills, Goal Orientation, Cosmetology License, Barbering License, Management Training, Career Advancement Opportunities, Customer Service Skills, Team Leadership, Hairdressing Knowledge, Salon Management, Scheduling Software, PointofSale Systems"
